Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
30000,6.5486465,0.89058644,89.765,0.06415897,0.0002998471,1999.0,512.9832586185498,512.9832586185498,1.0
40000,-0.5973574,1.3672626,70.48564,0.07249913,0.00029978988,None,None,None,1.0
50000,9.560286,1.0748899,67.44582,0.07084727,0.00029973223,1999.0,542.1592154577374,542.1592154577374,1.0
60000,-3.2868135,1.1785389,77.19219,0.064846,0.00029966843,None,None,None,1.0
70000,8.526898,1.2162727,31.69356,0.06407201,0.00029961113,1999.0,558.3732901527123,558.3732901527123,1.0
80000,-1.2674115,1.0131422,135.62141,0.068788595,0.00029955333,None,None,None,1.0
90000,3.968685,1.6088587,1113.9495,0.07318766,0.00029948974,1999.0,-466.33915586905044,-466.33915586905044,1.0
100000,2.9772065,0.8450248,103.65288,0.067912236,0.00029942556,None,None,None,1.0
110000,0.6417958,1.3536439,107.27963,0.059656728,0.00029936855,1999.0,264.380779530108,264.380779530108,1.0
120000,12.381459,0.8678251,113.05965,0.07105442,0.00029931046,None,596.8549299836159,596.8549299836159,1.0
130000,1.8903826,1.2154336,82.927284,0.065200314,0.00029924707,None,None,None,1.0
140000,11.876894,0.98929745,85.86373,0.06622033,0.0002991893,1999.0,437.53103392469615,437.53103392469615,1.0
150000,-0.78047776,1.5247707,117.27893,0.06816666,0.00029913196,None,None,None,1.0
160000,10.783802,1.1157477,104.26351,0.06788474,0.000299068,1999.0,339.9280489628965,339.9280489628965,1.0
170000,1.3674649,1.3533522,90.71795,0.07386407,0.00029901054,None,None,None,1.0
180000,7.6911955,1.3664954,29.096766,0.06679682,0.0002989531,1999.0,642.6576858386397,642.6576858386397,1.0
190000,4.6286,1.1706277,96.108765,0.07198001,0.0002988891,None,None,None,1.0
200000,3.7439916,1.5225588,10.280445,0.0690156,0.00029883208,1999.0,649.2661284648559,649.2661284648559,1.0
210000,9.876662,1.1154485,116.3109,0.06664772,0.00029877402,None,None,None,1.0
220000,-0.3215249,1.7703437,13.707479,0.06972593,0.00029871063,1999.0,640.5404151037335,640.5404151037335,1.0
230000,15.80154,0.93655443,109.48625,0.06645471,0.00029864622,None,557.1963278502226,557.1963278502226,1.0
240000,0.74855995,1.5383766,50.831856,0.068867,0.00029858918,None,None,None,1.0
250000,15.706113,1.048359,63.47831,0.07603415,0.00029853132,1999.0,619.1154200322926,619.1154200322926,1.0
260000,5.45111,1.3834717,91.36663,0.06773006,0.00029846776,None,None,None,1.0
270000,12.569631,1.0775784,53.38444,0.0686121,0.0002984102,1999.0,517.8525384051555,517.8525384051555,1.0
280000,5.0704722,1.3132095,91.04289,0.06521577,0.00029835265,None,None,None,1.0
