Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
360000,62.62089,0.4358903,7273.4233,0.06815493,0.0002978671,1999.0,4238.546154152264,4238.546154152264,1.0
370000,61.385567,0.4248087,8773.853,0.06820279,0.00029780986,None,None,None,1.0
380000,66.80559,0.41111597,7686.5195,0.066473454,0.00029775224,1999.0,4037.4735299023714,4037.4735299023714,1.0
390000,65.055305,0.4251111,8202.947,0.07199757,0.0002976884,None,None,None,1.0
400000,72.23981,0.3932312,10547.304,0.06608847,0.00029763114,1999.0,4277.206044110385,4277.206044110385,1.0
410000,68.1488,0.40686378,8033.4854,0.07036877,0.00029757334,None,None,None,1.0
420000,71.74789,0.3493511,6174.8604,0.06869952,0.00029750974,1999.0,4202.32086723501,4202.32086723501,1.0
430000,70.61189,0.39235345,7425.7905,0.06540468,0.00029744554,None,None,None,1.0
440000,72.72993,0.3831497,9437.997,0.06811103,0.00029738853,1999.0,4277.597319984436,4277.597319984436,1.0
450000,73.10397,0.36218336,845.61884,0.071508266,0.00029733047,None,4298.101097106934,4298.101097106934,1.0
460000,74.79037,0.37108043,13051.32,0.064397745,0.00029726708,None,None,None,1.0
470000,78.93831,0.36280346,2618.7166,0.0646291,0.0002972093,1999.0,4298.462417775934,4298.462417775934,1.0
480000,77.502914,0.370238,8419.793,0.07354439,0.00029715197,None,None,None,1.0
490000,83.063034,0.33942127,6735.09,0.064672805,0.000297088,1999.0,4418.841680819338,4418.841680819338,1.0
500000,79.37633,0.34880552,9905.627,0.06552486,0.00029703055,None,None,None,1.0
510000,85.81389,0.31414318,7808.9976,0.07605341,0.0002969731,1999.0,4434.665577931838,4434.665577931838,1.0
520000,81.15957,0.32116067,8374.013,0.06886257,0.0002969091,None,None,None,1.0
530000,87.63689,0.29622993,9731.427,0.072634906,0.0002968521,1999.0,4516.273754683408,4516.273754683408,1.0
540000,84.83809,0.30681404,7419.5327,0.072464205,0.000296794,None,None,None,1.0
550000,84.16885,0.27864185,7921.8267,0.06946717,0.00029673064,1999.0,3854.434844326973,3854.434844326973,1.0
560000,87.33906,0.27099317,5741.914,0.06456802,0.00029666623,None,4564.227886199951,4564.227886199951,1.0
