Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
630000,76.102806,0.56767815,873.0533,0.07206947,0.00029625132,2999.0,3228.8212278607216,3228.8212278607216,1.0
640000,73.96425,0.58104485,1746.222,0.0673735,0.00029619155,None,None,None,1.0
650000,73.50542,0.59474176,6403.462,0.070173346,0.0002961282,None,None,None,1.0
660000,65.82157,0.6436517,2333.967,0.073704325,0.00029607117,2999.0,2419.4822319746017,2419.4822319746017,1.0
670000,79.22727,0.5146237,2623.9648,0.07364511,0.00029601046,None,-888.0355015397072,-888.0355015397072,1.0
680000,74.12349,0.5569257,6258.195,0.071998715,0.00029594707,None,None,None,1.0
690000,69.202965,0.6446183,4596.336,0.07075727,0.00029589006,None,None,None,1.0
700000,88.46756,0.42324907,4289.5557,0.06578487,0.00029583083,2999.0,4530.5902770689945,4530.5902770689945,1.0
710000,69.57204,0.64393073,6786.2656,0.07607909,0.000295766,None,None,None,1.0
720000,74.38866,0.50293595,1145.0411,0.063295946,0.00029570897,None,None,None,1.0
730000,87.00414,0.47643083,7764.007,0.074283384,0.00029565048,2999.0,5066.661204264922,5066.661204264922,1.0
740000,71.096695,0.5757751,225.94904,0.07212681,0.00029559122,None,None,None,1.0
750000,86.3342,0.44527805,7829.742,0.067033,0.00029553418,None,None,None,1.0
760000,83.33848,0.64380646,6888.6396,0.07315719,0.0002954701,2999.0,4675.516230812127,4675.516230812127,1.0
770000,83.198006,0.47189364,185.98026,0.07023143,0.0002954101,None,None,None,1.0
780000,84.49785,0.6913625,7643.042,0.063115686,0.00029535306,None,None,None,1.0
790000,74.743866,0.64671797,4806.1743,0.06921469,0.00029528973,None,None,None,1.0
800000,96.110466,0.45454335,3660.734,0.073602565,0.00029522993,2999.0,4831.909132292325,4831.909132292325,1.0
810000,88.1007,0.566363,7191.3374,0.06959474,0.00029517198,None,None,None,1.0
820000,81.383705,0.55425227,6007.998,0.0718267,0.00029510862,None,None,None,1.0
830000,102.1528,0.39118734,1231.2224,0.07333194,0.00029504974,2999.0,5514.187899901109,5514.187899901109,1.0
840000,82.45162,0.51708466,5726.6045,0.07324964,0.00029499087,None,None,None,1.0
850000,85.69856,0.46906495,1452.309,0.069100186,0.0002949275,None,None,None,1.0
860000,102.04868,0.45084757,9523.572,0.0627961,0.00029486956,2999.0,5685.023559453813,5685.023559453813,1.0
