Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1010000,1.6876241,10.019525,14.051267,0.07270385,0.0002939713,None,None,None,1.0
1020000,1.3497322,18.334818,72.0764,0.063527964,0.00029390794,None,None,None,1.0
1030000,1.1244847,20.126339,2911.902,0.07278625,0.00029385093,None,None,None,1.0
1040000,0.74961084,29.69653,2571.1829,0.07035154,0.0002937939,None,None,None,1.0
1050000,0.9373972,22.44642,2596.2285,0.06643428,0.00029373035,4999.0,2049.7320733693514,2049.7320733693514,1.0
1060000,0.6462867,38.858818,215.08578,0.070132285,0.00029366667,None,None,None,1.0
1070000,0.9870378,22.21453,8795.998,0.06473049,0.00029360963,None,None,None,1.0
1080000,0.6679051,35.743366,1005.8998,0.07068001,0.0002935526,None,None,None,1.0
1090000,1.182069,23.645962,5421.883,0.06653048,0.00029348925,None,None,None,1.0
1100000,0.9244269,29.178463,196.94577,0.06631774,0.0002934259,4999.0,3969.9091648459435,3969.9091648459435,1.0
1110000,0.5967327,39.004932,218.66446,0.078224115,0.00029336833,None,5118.247476935387,5118.247476935387,1.0
1120000,0.7476908,25.305836,7271.2383,0.06436766,0.0002933113,None,None,None,1.0
1130000,0.67903525,40.544025,196.42377,0.07201579,0.00029324795,None,None,None,1.0
1140000,0.92342913,21.939556,8120.956,0.061249588,0.00029319094,None,None,None,1.0
1150000,0.73744935,34.832325,164.11646,0.070855394,0.00029313393,None,None,None,1.0
1160000,0.8405113,18.971006,2929.3938,0.06684721,0.00029307033,4999.0,4693.572692727501,4693.572692727501,1.0
1170000,0.4499259,45.704494,200.82162,0.06964611,0.00029300665,None,None,None,1.0
1180000,1.2639066,22.828936,9511.613,0.07259031,0.00029294964,None,None,None,1.0
1190000,0.9521502,23.983055,52.387337,0.06852694,0.00029289263,None,None,None,1.0
1200000,0.97476536,24.477097,782.3268,0.07311849,0.00029282924,None,None,None,1.0
1210000,0.58966553,27.204924,848.28925,0.07124319,0.00029276588,4999.0,1289.9115041851996,1289.9115041851996,1.0
1220000,0.9088824,21.78456,153.78668,0.06892888,0.00029270834,None,1100.2394609451294,1100.2394609451294,1.0
1230000,0.7112669,28.544725,3765.6133,0.07124357,0.0002926513,None,None,None,1.0
1240000,0.7869603,21.379444,3363.1145,0.06909175,0.00029258794,None,None,None,1.0
1250000,0.84684116,19.732325,1454.1849,0.067381516,0.00029253092,None,None,None,1.0
1260000,0.85305965,14.588998,1317.4753,0.072465174,0.0002924739,None,None,None,1.0
1270000,0.80687404,7.5081778,399.68588,0.06783264,0.00029241032,4999.0,-2057.8279643329706,-2057.8279643329706,1.0
1280000,0.6048892,21.780876,493.25708,0.07494628,0.00029234667,None,None,None,1.0
1290000,0.8270536,15.941653,8497.485,0.074146174,0.00029228962,None,None,None,1.0
1300000,0.84887195,16.93295,2738.7776,0.069304846,0.0002922326,None,None,None,1.0
1310000,1.1349487,7.645371,596.3565,0.06464139,0.00029216925,None,None,None,1.0
1320000,1.1159617,4.552803,914.4254,0.06367104,0.0002921059,4999.0,-945.5634358100593,-945.5634358100593,1.0
1330000,0.6511084,16.127916,285.8863,0.06887067,0.00029204835,None,-1449.9813406467438,-1449.9813406467438,1.0
1340000,0.791433,11.367586,8507.965,0.064637735,0.0002919913,None,None,None,1.0
1350000,0.8774733,16.006433,3100.5278,0.06714559,0.00029192795,None,None,None,1.0
1360000,1.2000321,12.752156,1880.8601,0.070962355,0.00029187094,None,None,None,1.0
1370000,1.0270137,11.519094,2515.489,0.06878117,0.00029181392,None,None,None,1.0
1380000,0.76172507,12.734534,2286.6533,0.07246433,0.00029175036,4999.0,3773.2090426019645,3773.2090426019645,1.0
1390000,0.7162405,17.955015,4962.928,0.067651965,0.00029168665,None,None,None,1.0
1400000,0.7380716,18.082407,3950.6743,0.067681246,0.00029162964,None,None,None,1.0
1410000,0.6340621,16.262648,5359.777,0.068293884,0.00029157262,None,None,None,1.0
1420000,0.6577632,21.334082,4124.0835,0.066605285,0.00029150926,None,None,None,1.0
1430000,0.5448977,22.286282,5668.4595,0.0668702,0.0002914459,4999.0,6438.520070838928,6438.520070838928,1.0
1440000,0.51215994,27.253057,252.14647,0.07088968,0.00029138834,None,7684.733472496271,7684.733472496271,1.0
1450000,0.5597645,18.829716,5798.198,0.06593455,0.0002913313,None,None,None,1.0
1460000,0.7021719,27.01421,1774.2885,0.066631764,0.00029126796,None,None,None,1.0
1470000,0.73127556,25.440908,5410.398,0.06961161,0.00029121095,None,None,None,1.0
1480000,0.7301847,25.514502,2664.0884,0.061510332,0.0002911539,None,None,None,1.0
1490000,0.6944609,27.373394,2533.9731,0.07006927,0.0002910903,4999.0,5928.546487464147,5928.546487464147,1.0
1500000,0.78172547,27.245928,137.82327,0.07130017,0.00029102666,None,None,None,1.0
1510000,0.80844235,25.332638,6698.6587,0.06797336,0.00029096962,None,None,None,1.0
1520000,0.8247669,23.41834,2812.3918,0.06602981,0.0002909126,None,None,None,1.0
1530000,0.8948916,25.023787,2306.1868,0.068895236,0.00029084925,None,None,None,1.0
1540000,0.9025575,22.103909,3711.65,0.06056702,0.0002907859,4999.0,4612.240114043653,4612.240114043653,1.0
1550000,0.5623793,35.303703,209.49721,0.06533759,0.00029072835,None,6927.6364569664,6927.6364569664,1.0
1560000,0.5041513,30.724325,7291.151,0.06074251,0.0002906713,None,None,None,1.0
1570000,0.5422082,38.706944,1013.0529,0.07013408,0.00029060795,None,None,None,1.0
1580000,0.5289227,41.020294,10651.888,0.067778625,0.00029055093,None,None,None,1.0
1590000,0.47512808,38.77284,5652.681,0.068448246,0.0002904939,None,None,None,1.0
1600000,0.49917495,42.31609,985.82654,0.06561826,0.00029043033,4999.0,7386.734375004064,7386.734375004064,1.0
1610000,0.50546646,45.227634,4412.9766,0.06911504,0.00029036665,None,None,None,1.0
1620000,0.51181746,46.399048,4333.1533,0.07255382,0.00029030963,None,None,None,1.0
1630000,0.4844587,41.801853,7334.547,0.06803562,0.0002902526,None,None,None,1.0
1640000,0.5067309,49.080925,1288.2688,0.070378646,0.00029018926,None,None,None,1.0
1650000,0.45076233,50.604416,6168.0967,0.0667961,0.0002901259,4999.0,7402.924819079041,7402.924819079041,1.0
1660000,0.4644299,53.9036,206.27747,0.068011805,0.00029006833,None,6374.805211931467,6374.805211931467,1.0
1670000,0.44144866,50.957874,7927.715,0.071996674,0.0002900113,None,None,None,1.0
1680000,0.47937718,54.62416,7743.8687,0.06979537,0.00028994796,None,None,None,1.0
1690000,0.51281965,57.208332,1144.8751,0.072479494,0.00028989094,None,None,None,1.0
1700000,0.4189179,60.305923,7890.6377,0.0632868,0.0002898339,None,None,None,1.0
1710000,0.39967734,56.048885,1582.6537,0.069468185,0.00028977034,4999.0,7857.628023797815,7857.628023797815,1.0
1720000,0.3947313,59.513348,5962.211,0.06952504,0.00028970666,None,None,None,1.0
1730000,0.47126657,63.092342,1995.0918,0.06775014,0.00028964964,None,None,None,1.0
1740000,0.39876443,63.187706,7852.3857,0.068106644,0.0002895926,None,None,None,1.0
1750000,0.40704486,63.472733,6750.97,0.07142542,0.00028952924,None,None,None,1.0
1760000,0.41050825,65.20296,3745.9956,0.07267918,0.0002894659,4999.0,8012.790798044205,8012.790798044205,1.0
1770000,0.41637093,70.20813,175.6435,0.059210233,0.00028940832,None,7906.914902687073,7906.914902687073,1.0
1780000,0.40278715,70.40188,7932.792,0.0700654,0.0002893513,None,None,None,1.0
1790000,0.37430766,67.63301,7517.034,0.067690216,0.00028928794,None,None,None,1.0
1800000,0.43269193,70.51381,2096.4197,0.073311746,0.00028923093,None,None,None,1.0
1810000,0.44830844,74.47346,7039.339,0.07339587,0.00028917388,None,None,None,1.0
1820000,0.37160644,70.49035,5265.4736,0.06360077,0.00028911032,4999.0,8577.308390834114,8577.308390834114,1.0
1830000,0.41541743,70.40955,6948.018,0.07225253,0.00028904667,None,None,None,1.0
1840000,0.5189805,75.47438,1481.7427,0.06772682,0.00028898963,None,None,None,1.0
1850000,0.3947504,75.10018,6556.9385,0.06797365,0.00028893258,None,None,None,1.0
1860000,0.43061355,71.49323,6042.3623,0.06737407,0.00028886925,None,None,None,1.0
1870000,0.56499827,71.9064,2877.5735,0.07570527,0.00028880587,4999.0,5267.433517035842,5267.433517035842,1.0
1880000,0.5318343,72.24451,296.15213,0.06205152,0.00028874833,None,7221.809310510755,7221.809310510755,1.0
1890000,0.47274914,73.90339,7720.048,0.065684244,0.0002886913,None,None,None,1.0
1900000,0.563509,72.46286,5237.9834,0.06760818,0.00028862795,None,None,None,1.0
1910000,0.63474834,70.15926,2984.7595,0.06491277,0.00028857094,None,None,None,1.0
1920000,0.57087326,76.142624,6700.6924,0.06594148,0.0002885139,None,None,None,1.0
1930000,0.5549744,68.591576,1437.7465,0.07121029,0.00028845033,4999.0,6448.489524218169,6448.489524218169,1.0
1940000,0.58995146,74.73955,3964.3157,0.06394674,0.00028838665,None,None,None,1.0
1950000,0.6137879,76.23003,4451.253,0.06957254,0.00028832964,None,None,None,1.0
1960000,0.5406814,74.24295,7893.2915,0.06841259,0.0002882726,None,None,None,1.0
1970000,0.5416569,75.51684,3794.827,0.066639975,0.00028820924,None,None,None,1.0
1980000,0.5385146,78.195114,4973.1475,0.06326505,0.0002881459,4999.0,7329.598769591748,7329.598769591748,1.0
1990000,0.53623694,78.43211,172.95303,0.06731074,0.00028808834,None,7469.926203727722,7469.926203727722,1.0
2000000,0.45322588,78.729805,6636.693,0.06380068,0.0002880313,None,None,None,1.0
2010000,0.45056635,79.56634,8056.318,0.066051334,0.00028796794,None,None,None,1.0
2020000,0.5542475,78.348946,169.07904,0.07368272,0.00028791092,None,None,None,1.0
2030000,0.505972,85.45004,7170.9736,0.068456486,0.0002878539,None,None,None,1.0
2040000,0.450269,83.406425,4615.14,0.065943435,0.00028779038,4999.0,8284.389516699042,8284.389516699042,1.0
2050000,0.52026975,82.535904,6091.714,0.07307517,0.00028772667,None,None,None,1.0
2060000,0.59904265,74.62222,181.5818,0.059830695,0.00028766962,None,None,None,1.0
2070000,0.599681,85.214455,6429.6797,0.06804265,0.0002876126,None,None,None,1.0
2080000,0.61296177,79.63799,5375.081,0.06932366,0.00028754925,None,None,None,1.0
2090000,0.53744507,84.26812,5652.8975,0.06972674,0.0002874859,4999.0,7684.983336719871,7684.983336719871,1.0
2100000,0.59368265,84.023735,184.70998,0.060832575,0.00028742835,None,6790.82590264082,6790.82590264082,1.0
2110000,0.49478307,90.194664,6285.959,0.06463051,0.0002873713,None,None,None,1.0
2120000,0.8252254,75.21539,5461.464,0.07503264,0.00028730795,None,None,None,1.0
2130000,1.1363047,62.998466,1261.6896,0.07036632,0.0002872509,None,None,None,1.0
2140000,1.1568549,51.230774,1852.0852,0.06388728,0.0002871939,None,None,None,1.0
2150000,0.62460023,78.927734,2344.865,0.068403676,0.0002871303,4999.0,4793.266646990722,4793.266646990722,1.0
2160000,0.44622204,85.47824,7135.535,0.07424106,0.00028706665,None,None,None,1.0
2170000,0.597377,80.737915,334.11996,0.06525391,0.00028700964,None,None,None,1.0
2180000,0.4991621,96.21264,6324.818,0.07034914,0.0002869526,None,None,None,1.0
2190000,0.44373882,91.925575,5897.586,0.06452886,0.00028688926,None,None,None,1.0
2200000,0.52557033,88.49901,4194.8936,0.062854216,0.0002868259,4999.0,7899.280667126179,7899.280667126179,1.0
2210000,0.53742,87.53417,199.61337,0.068871,0.00028676834,None,6986.862318247557,6986.862318247557,1.0
2220000,0.4560966,98.33553,6645.9937,0.071570024,0.00028671132,None,None,None,1.0
2230000,0.4463829,91.78134,6437.0723,0.06845416,0.00028664796,None,None,None,1.0
2240000,0.5226506,90.58691,2705.2942,0.07317953,0.00028659092,None,None,None,1.0
2250000,0.5617095,91.844154,5949.501,0.06464747,0.0002865339,None,None,None,1.0
2260000,0.4175977,106.29391,6088.7324,0.06506224,0.00028647034,4999.0,8554.570178668608,8554.570178668608,1.0
2270000,0.49399823,92.55305,6377.934,0.06687329,0.00028640666,None,None,None,1.0
2280000,0.5488407,90.993126,1010.5794,0.07682506,0.00028634962,None,None,None,1.0
2290000,0.50667095,102.26812,7419.018,0.067328766,0.0002862926,None,None,None,1.0
2300000,0.435703,97.14114,6931.95,0.06385793,0.00028622925,None,None,None,1.0
2310000,0.46100554,95.26564,6524.694,0.069659576,0.0002861659,4999.0,8576.76891541481,8576.76891541481,1.0
2320000,0.505378,92.24072,187.59311,0.06688128,0.00028610835,None,8804.750323295593,8804.750323295593,1.0
2330000,0.4103024,106.56518,5937.529,0.066713974,0.0002860513,None,None,None,1.0
2340000,0.38650668,96.61403,7154.8257,0.06926976,0.00028598798,None,None,None,1.0
2350000,0.4515945,94.54858,198.26427,0.06886985,0.00028593093,None,None,None,1.0
2360000,0.5631222,91.59178,6680.581,0.066667825,0.0002858739,None,None,None,1.0
2370000,0.4019886,100.04897,3886.5605,0.06920174,0.00028581033,4999.0,8342.317131104794,8342.317131104794,1.0
2380000,0.45374715,95.36004,4741.506,0.065683916,0.00028574668,None,None,None,1.0
2390000,0.49954256,92.61829,2374.5051,0.06637761,0.00028568963,None,None,None,1.0
2400000,0.4095619,108.531815,6719.0493,0.06957633,0.00028563262,None,None,None,1.0
2410000,0.393427,99.681755,5676.371,0.059936203,0.00028556926,None,None,None,1.0
2420000,0.42390195,101.83326,4736.3823,0.07220959,0.0002855059,4999.0,8507.058222341537,8507.058222341537,1.0
2430000,0.44740698,94.210396,207.33832,0.07757766,0.00028544833,None,9044.305225372314,9044.305225372314,1.0
2440000,0.42532894,104.787445,6088.029,0.07388805,0.00028539132,None,None,None,1.0
2450000,0.3763934,103.4813,5715.928,0.07303535,0.00028532796,None,None,None,1.0
2460000,0.47376662,100.42028,1255.758,0.0679372,0.00028527094,None,None,None,1.0
2470000,0.4837543,103.239746,4948.731,0.06576123,0.0002852139,None,None,None,1.0
